439700;Z1 Battle Royale: Test Server;2/24/2016;1;Massively Multiplayer;;;0.00
50;Half-Life: Opposing Force;11/01/1999;1;Action;;;4.99
339610;Freestyle 2: Street Basketball;04/01/2015;3;Action;Casual;Free to Play;0.00
20;Team Fortress Classic;04/01/1999;1;Action;;;4.99
203160;Tomb Raider;03/04/2013;2;Action;Adventure;;14.99
10180;Call of Duty®: Modern Warfare® 2 (2009);11/11/2009;1;Action;;;19.99
346900;AdVenture Capitalist;3/30/2015;3;Casual;Free to Play;Indie;0.00
387990;Scrap Mechanic;1/19/2016;3;Action;Adventure;Indie;19.99
221380;Age of Empires II (2013);04/09/2013;1;Strategy;;;19.99
273350;Evolve Stage 2;02/10/2015;2;Action;Free to Play;;0.00
219640;Chivalry: Medieval Warfare;10/16/2012;2;Action;Indie;;24.99
204360;Castle Crashers®;9/26/2012;3;Action;Adventure;Casual;14.99
221100;DayZ;12/13/2018;3;Action;Adventure;Massively Multiplayer;44.99
333930;Dirty Bomb®;06/01/2015;2;Action;Free to Play;;0.00
80;Counter-Strike: Condition Zero;03/01/2004;1;Action;;;9.99
70;Half-Life;11/08/1998;1;Action;;;9.99
532210;Life is Strange 2;9/26/2018;1;Adventure;;;0.00
677620;Splitgate;5/24/2019;3;Action;Free to Play;Indie;0.00
319630;Life is Strange - Episode 1;1/29/2015;2;Action;Adventure;;0.00
255710;Cities: Skylines;03/10/2015;2;Simulation;Strategy;;29.99
241930;Middle-earth™: Shadow of Mordor™;9/30/2014;0;;;;19.99
377160;Fallout 4;11/09/2015;1;RPG;;;19.99
253710;theHunter Classic;06/03/2014;3;Action;Adventure;Free to Play;0.00
427520;Factorio;8/14/2020;3;Casual;Indie;Simulation;30.00
8870;BioShock Infinite;3/25/2013;1;Action;;;29.99
1145360;Hades;9/17/2020;3;Action;Indie;RPG;24.99
1046930;Dota Underlords;6/20/2019;3;Casual;Free to Play;Strategy;0.00
1100600;Football Manager 2020;11/19/2019;2;Simulation;Sports;;0.00
1286830;STAR WARS™: The Old Republic™;7/21/2020;3;Free to Play;Massively Multiplayer;RPG;0.00
109600;Neverwinter;12/05/2013;3;Action;Adventure;Free to Play;0.00
844870;KurtzPel;4/30/2019;3;Action;Free to Play;Early Access;0.00
1172620;Sea of Thieves;06/03/2020;2;Action;Adventure;;39.99
813820;Realm Royale;06/05/2018;3;Action;Free to Play;Early Access;0.00
275850;No Man's Sky;08/12/2016;2;Action;Adventure;;29.99
15700;Oddworld: Abe's Oddysee®;8/28/2008;1;Adventure;;;2.99
976730;Halo: The Master Chief Collection;12/03/2019;1;Action;;;39.99
588430;Fallout Shelter;3/29/2017;3;Free to Play;RPG;Simulation;0.00
698780;Doki Doki Literature Club!;10/06/2017;3;Casual;Free to Play;Indie;0.00
60;Ricochet;11/01/2000;1;Action;;;4.99
224260;No More Room in Hell;10/31/2013;3;Action;Free to Play;Indie;0.00
96000;The Tiny Bang Story;4/22/2011;3;Adventure;Casual;Indie;4.99
289070;Sid Meier’s Civilization® VI;10/20/2016;1;Strategy;;;59.99
814380;Sekiro™: Shadows Die Twice - GOTY Edition;3/21/2019;2;Action;Adventure;;59.99
322170;Geometry Dash;12/22/2014;2;Action;Indie;;3.99
883710;Resident Evil 2;1/24/2019;1;Action;;;39.99
306130;The Elder Scrolls® Online;5/22/2017;3;Action;Adventure;Massively Multiplayer;19.99
489520;Minion Masters;5/24/2019;3;Action;Adventure;Free to Play;0.00
493520;GTFO;12/09/2021;1;Action;;;31.99
760060;Mutant Year Zero: Road to Eden;12/04/2018;2;RPG;Strategy;;13.99
292730;Call of Duty®: Infinite Warfare;11/03/2016;2;Action;Adventure;;59.99
234390;Teleglitch: Die More Edition;7/24/2013;2;Action;Indie;;3.24
1007040;EARTH DEFENSE FORCE 5;07/11/2019;1;Action;;;59.99
384180;Prominence Poker;12/12/2016;3;Casual;Free to Play;Massively Multiplayer;0.00
209540;Strike Suit Zero;1/23/2013;3;Action;Indie;Simulation;19.99
548570;RAGE 2;5/13/2019;1;Action;;;39.99
346940;Shadowrun: Hong Kong - Extended Edition;8/20/2015;3;Adventure;Indie;RPG;19.99
321400;Supraball;02/08/2019;3;Action;Casual;Free to Play;0.00
217750;Age of Conan: Unchained;2/22/2013;3;Action;Adventure;Free to Play;0.00
1286680;Tiny Tina's Wonderlands;6/23/2022;3;Action;Adventure;RPG;59.99
1476720;Retro Run;6/30/2021;3;Action;Indie;Strategy;0.99
375950;Viridi;8/19/2015;3;Casual;Free to Play;Indie;0.00
644830;The Surge 2;9/23/2019;2;Action;RPG;;29.99
1504570;Cultivation Tales;4/14/2022;3;Action;Adventure;Indie;19.99
211740;Thief™ II: The Metal Age;5/22/2012;2;Action;Simulation;;6.99
1444740;Maniac Path;10/29/2020;3;Adventure;Indie;Simulation;2.99
428430;Endorlight;4/26/2016;3;Adventure;Casual;Indie;1.99
48220;Might & Magic: Heroes VI;10/13/2011;2;RPG;Strategy;;19.99
224480;Octodad: Dadliest Catch;1/30/2014;3;Action;Adventure;Indie;14.99
203630;Warlock - Master of the Arcane;05/08/2012;1;Strategy;;;24.99
211600;Thief™ Gold;5/22/2012;2;Action;Simulation;;6.99
71250;Sonic Adventure DX;03/04/2011;0;;;;7.99
503820;A Detective's Novel;7/28/2016;2;Adventure;Indie;;0.99
251950;WWII Online;09/05/2017;3;Action;Free to Play;Indie;0.00
542340;Slingshot people;10/21/2016;3;Action;Casual;Indie;0.99
1213740;She Will Punish Them;4/29/2020;3;Action;Indie;RPG;9.59
351470;Sometimes: Success Requires Sacrifice;2/27/2015;3;Action;Adventure;Casual;0.00
253960;Jack Orlando: Director's Cut;10/04/2013;1;Adventure;;;4.99
1369630;ENDER LILIES: Quietus of the Knights;6/21/2021;3;Action;Indie;RPG;24.99
611660;Fallout 4 VR;12/11/2017;1;RPG;;;59.99
573090;Stormworks: Build and Rescue;9/17/2020;1;Simulation;;;24.99
1238020;Mass Effect™ 3 N7 Digital Deluxe Edition (2012);06/11/2020;3;Action;RPG;Strategy;29.99
799960;Wizard101;09/06/2018;3;Free to Play;Massively Multiplayer;RPG;0.00
557340;My Friend Pedro;6/20/2019;2;Action;Indie;;19.99
1364960;Hello Neighbor 2 Alpha 1.5;7/23/2020;3;Adventure;Indie;Strategy;0.00
237990;The Banner Saga;1/14/2014;3;Indie;RPG;Strategy;24.99
225420;Cities in Motion 2;04/02/2013;2;Simulation;Strategy;;19.99
220780;Thomas Was Alone;11/12/2012;1;Indie;;;9.99
1129580;Medieval Dynasty;9/23/2021;3;Action;Adventure;RPG;34.99
410110;12 is Better Than 6;11/20/2015;2;Action;Indie;;9.99
512900;Streets of Rogue;07/12/2019;3;Action;Adventure;Indie;19.99
215530;The Incredible Adventures of Van Helsing;5/22/2013;3;Action;Adventure;Indie;14.99
531510;Just Shapes & Beats;5/31/2018;2;Action;Indie;;19.99
301750;RADical ROACH Remastered;5/16/2014;3;Action;Adventure;Casual;0.00
215830;Closers;02/06/2018;3;Action;Free to Play;Massively Multiplayer;0.00
285330;RollerCoaster Tycoon® 2: Triple Thrill Pack;5/21/2014;2;Simulation;Strategy;;9.99
217920;Alien Rage - Unlimited;9/24/2013;1;Action;;;19.99
9350;Supreme Commander;9/28/2011;1;Strategy;;;12.99
1218740;Rakion Chaos Force;3/24/2020;3;Action;Free to Play;RPG;0.00
347560;Terra Incognita ~ Chapter One: The Descendant;02/03/2015;3;Adventure;Indie;RPG;1.99
394690;Tower Unite;04/08/2016;3;Action;Adventure;Casual;19.99
301910;Saints Row: Gat out of Hell;1/20/2015;1;Action;;;14.99
247020;Cook, Serve, Delicious!;10/08/2013;3;Action;Indie;Simulation;9.99
332310;LEGO® Worlds;03/07/2017;1;Adventure;;;29.99
206190;Gunpoint;06/03/2013;3;Action;Indie;Strategy;9.99
592600;PRO EVOLUTION SOCCER 2018 LITE;11/15/2017;1;Sports;;;0.00
506670;ORBITAL;7/27/2016;2;Casual;Indie;;0.99
2280;Ultimate Doom;08/03/2007;1;Action;;;4.99
363490;Escape Machines;4/14/2015;3;Action;Adventure;Indie;1.99
672680;Call of War: World War 2;10/21/2017;3;Free to Play;Massively Multiplayer;Simulation;0.00
205710;EverQuest;12/13/2012;3;Free to Play;Massively Multiplayer;RPG;0.00
404730;Wasteland 2: Director's Cut;9/18/2014;3;Adventure;Indie;RPG;29.99
39690;ArcaniA;10/15/2010;1;RPG;;;19.99
311730;DEAD OR ALIVE 5 Last Round: Core Fighters;3/30/2015;1;Action;;;0.00
1264670;The Wind Road;07/09/2020;3;Action;Adventure;Indie;29.99
300550;Shadowrun: Dragonfall - Director's Cut;9/18/2014;3;Adventure;Indie;RPG;14.99
310370;The Way of Life Free Edition;5/31/2016;2;Free to Play;Indie;;0.00
215930;Jagged Alliance 2 - Wildfire;11/16/2012;2;RPG;Strategy;;6.99
496240;Onward;8/29/2016;3;Action;Indie;Simulation;24.99
201230;EverQuest II;12/07/2011;3;Free to Play;Massively Multiplayer;RPG;0.00
39120;RIFT;03/01/2011;3;Free to Play;Massively Multiplayer;RPG;0.00
979690;The Ascent;7/29/2021;3;Action;Adventure;Indie;29.99
107300;Breath of Death VII;7/13/2011;2;RPG;Indie;;2.99
751780;Forager;4/18/2019;3;Action;Adventure;Indie;19.99
298050;Master of Orion;8/25/2016;1;Strategy;;;24.99
604240;Shotgun Farmers;03/08/2019;2;Action;Indie;;9.99
6800;Commandos: Behind Enemy Lines;3/15/2007;1;Action;;;4.99
384300;CPUCores :: Maximize Your FPS;07/06/2015;2;Design & Illustration;Utilities;;14.99
700600;Evil Genius 2: World Domination;3/30/2021;2;Simulation;Strategy;;39.99
17500;Zombie Panic! Source;10/03/2008;3;Action;Casual;Free to Play;0.00
905640;Combat Arms: Reloaded;10/31/2018;3;Action;Free to Play;Massively Multiplayer;0.00
1150690;OMORI;12/25/2020;3;Adventure;Indie;RPG;19.99
527770;Russian SuperHero Dead Ivan;10/19/2016;2;Casual;Indie;;0.54
1089090;ONE PIECE: PIRATE WARRIORS 4;3/26/2020;1;Action;;;14.99
315430;Polarity;7/15/2016;3;Action;Adventure;Indie;12.99
320240;We Happy Few;08/10/2018;3;Action;Adventure;Indie;59.99
1397920;Mr.Mine;9/30/2020;3;Casual;Free to Play;Indie;0.00
843380;Super Animal Royale;8/26/2021;3;Action;Adventure;Casual;0.00
705220;Tactical Monsters Rumble Arena;1/31/2018;3;Adventure;Free to Play;Indie;0.00
288160;The Room;7/28/2014;2;Adventure;Indie;;4.99
234080;Castlevania: Lords of Shadow – Ultimate Edition;8/27/2013;2;Action;Adventure;;29.99
326960;Killing Floor - Toy Master;10/16/2014;1;Action;;;0.00
39200;Dungeon Siege II;8/16/2005;1;RPG;;;6.99
274520;Darkwood;8/17/2017;3;Action;Adventure;Indie;14.99
1283220;Devolverland Expo;07/11/2020;3;Action;Adventure;Free to Play;0.00
858810;Dawn of Man;03/01/2019;3;Indie;Simulation;Strategy;24.99
589360;Ni no Kuni™ II: Revenant Kingdom;3/23/2018;2;Adventure;RPG;;11.99
599390;Battle for Wesnoth;05/01/2018;3;Free to Play;Indie;Strategy;0.00
305050;Outland;9/29/2014;3;Action;Adventure;Indie;9.99
774361;Blasphemous;09/10/2019;3;Action;Adventure;Indie;24.99
533540;MONMUSU;05/11/2018;3;Casual;Free to Play;Indie;0.00
535230;Domina;04/03/2017;3;Action;Indie;Simulation;9.99
562810;MONOPOLY® PLUS;09/07/2017;1;Casual;;;14.99
276810;Mordheim: City of the Damned;11/19/2015;2;RPG;Strategy;;19.99
390670;Steel Ocean;11/12/2015;3;Free to Play;Massively Multiplayer;Simulation;0.00
552620;ATOM RPG: Post-apocalyptic indie game;12/19/2018;1;RPG;;;14.99
438680;One Troll Army;5/19/2016;3;Casual;Indie;Strategy;0.00
371660;Far Cry® Primal;2/29/2016;2;Action;Adventure;;29.99
1227530;Partisans 1941;10/14/2020;2;Indie;Strategy;;5.99
360940;The Mean Greens - Plastic Warfare;12/08/2015;2;Action;Indie;;9.99
1674470;ELYON;10/20/2021;3;Action;Adventure;Free to Play;0.00
321360;Primal Carnage: Extinction;04/03/2015;3;Action;Adventure;Indie;12.99
469820;Genital Jousting;1/18/2018;2;Action;Indie;;6.99
1262560;Need for Speed™ Most Wanted;6/18/2020;3;Action;Adventure;Racing;19.99
307290;Velvet Sundown;7/22/2014;3;Adventure;Casual;Free to Play;0.00
15120;Tom Clancy's Rainbow Six® Vegas 2;4/16/2008;1;Action;;;9.99
375910;Anno 2205™;11/02/2015;2;Simulation;Strategy;;39.99
429050;Feed and Grow: Fish;01/08/2016;3;Action;Indie;Simulation;14.99
1238040;Dragon Age II: Ultimate Edition;06/04/2020;3;Action;Adventure;RPG;29.99
39150;FINAL FANTASY VIII;12/05/2013;1;RPG;;;11.99
795100;Friday the 13th: Killer Puzzle;04/12/2018;3;Casual;Free to Play;Indie;0.00
1301720;Escape Room - Der kranke Kollege;09/05/2020;3;Adventure;Casual;Free to Play;0.00
268870;Satellite Reign;8/27/2015;3;Action;Indie;Strategy;29.99
70300;VVVVVV;09/07/2010;2;Action;Indie;;4.99
1162520;Richman10;10/24/2019;2;Casual;Strategy;;13.99
631510;Devil May Cry HD Collection;3/13/2018;1;Action;;;29.99
851100;Touhou Luna Nights;2/25/2019;3;Action;Adventure;Indie;17.99
690510;Immortal Soul: Black Survival;3/19/2019;3;Free to Play;Indie;Strategy;0.00
1359090;Zero Hour;08/12/2020;3;Action;Simulation;Strategy;11.99
2820;X3: Terran Conflict;10/16/2008;3;Action;Simulation;Strategy;15.99
1475380;TheDawn;12/11/2020;3;Action;Adventure;Free to Play;0.00
1046030;ISLANDERS;04/04/2019;3;Casual;Indie;Strategy;4.99
620590;Ancestors Legacy;5/22/2018;1;Strategy;;;34.99
413410;Danganronpa: Trigger Happy Havoc;2/18/2016;1;Adventure;;;19.99
1092660;Blair Witch;8/30/2019;2;Adventure;Indie;;29.99
954740;Terminator: Resistance;11/14/2019;3;Action;Adventure;RPG;39.99
24790;Command & Conquer 3: Tiberium Wars;11/13/2009;1;Strategy;;;14.99
257850;Hyper Light Drifter;3/31/2016;3;Action;Adventure;Indie;19.99
241540;State of Decay;11/05/2013;3;Action;RPG;Simulation;0.00
496680;SweatShop;7/22/2016;3;Casual;Indie;Strategy;0.99
1118310;RetroArch;5/27/2022;1;Free to Play;;;0.00
311560;Assassin’s Creed® Rogue;03/09/2015;2;Action;Adventure;;19.99
460810;Vanquish;5/25/2017;1;Action;;;19.99
47400;Stronghold 3 Gold;5/25/2012;2;Simulation;Strategy;;2.99
95400;ibb & obb;5/26/2014;3;Action;Adventure;Indie;11.99
747660;Five Nights at Freddy's: Security Breach;12/16/2021;3;Action;Adventure;Indie;39.99
254060;KnightShift;9/27/2013;2;RPG;Strategy;;1.39
91700;E.Y.E: Divine Cybermancy;7/29/2011;3;Action;Indie;RPG;9.99
252410;SteamWorld Dig;12/05/2013;3;Action;Adventure;Indie;1.49
555220;Detention;01/12/2017;2;Adventure;Indie;;11.99
91600;Sanctum;4/15/2011;3;Action;Casual;Indie;9.99
449200;Calcu-Late;3/18/2016;3;Adventure;Indie;RPG;1.99
427290;Vampyr;06/04/2018;2;Action;RPG;;7.99
559650;Witch It;10/22/2020;3;Action;Casual;Indie;4.99
1569040;Football Manager 2022;11/08/2021;2;Simulation;Sports;;54.99
837470;Untitled Goose Game;9/23/2020;2;Action;Indie;;19.99
266510;Hand of Fate;2/17/2015;3;Action;Indie;RPG;19.99
388880;Oxenfree;1/14/2016;2;Adventure;Indie;;9.99
1016920;Unrailed!;9/23/2020;3;Action;Casual;Indie;19.99
1049800;BLOCKADE;5/21/2019;3;Action;Free to Play;Indie;0.00
287370;COH 2 - The Western Front Armies: US Forces;6/23/2014;1;Strategy;;;12.99
790710;World of Warplanes;09/12/2018;3;Action;Free to Play;Massively Multiplayer;0.00
1017900;Age of Empires: Definitive Edition;8/19/2019;1;Strategy;;;19.99
2810;X3: Reunion;7/21/2006;1;Strategy;;;9.99
533780;Zombie Defense;9/30/2016;3;Action;Casual;Free to Play;0.00
997070;Marvel's Avengers;09/04/2020;3;Action;Adventure;RPG;39.99
211160;Viking: Battle for Asgard;10/17/2012;2;Action;Adventure;;14.99
564710;Soda Dungeon;02/06/2017;3;Casual;Free to Play;RPG;0.00
1843760;Rogue Tower;1/28/2022;2;Casual;Strategy;;14.99
63710;BIT.TRIP RUNNER;2/28/2011;2;Action;Indie;;9.99
301760;Disney•Pixar Cars 2: The Video Game;10/06/2014;3;Action;Adventure;Racing;19.99
450540;Hot Dogs, Horseshoes & Hand Grenades;04/05/2016;3;Action;Indie;Simulation;19.99
745920;Temtem;1/21/2020;3;Adventure;Indie;Massively Multiplayer;41.99
45760;Ultra Street Fighter® IV;08/07/2014;1;Action;;;29.99
234190;Receiver;4/29/2013;3;Action;Indie;Simulation;4.99
362930;Garfield Kart;10/16/2015;1;Racing;;;0.54
6030;STAR WARS™ Jedi Knight II - Jedi Outcast™;9/16/2009;1;Action;;;9.99
429660;Tales of Berseria™;1/26/2017;2;Action;RPG;;7.49
324810;TOXIKK™;09/10/2016;3;Action;Free to Play;Indie;0.00
264200;One Finger Death Punch;03/03/2014;3;Action;Casual;Indie;4.99
7650;X-COM: Terror From the Deep;05/04/2007;1;Strategy;;;4.99
263060;Blockstorm;5/21/2015;2;Action;Indie;;4.99
239070;Hammerwatch;08/12/2013;3;Action;Adventure;Indie;9.99
207930;Sacred Citadel;4/16/2013;1;Action;;;9.99
992300;嗜血印 Bloody Spell;1/26/2022;3;Action;Adventure;Indie;24.99
6980;Thief: Deadly Shadows;3/29/2007;1;Action;;;8.99
252530;OMSI 2: Steam Edition;12/11/2013;2;Casual;Simulation;;29.99
1147690;NGU IDLE;10/01/2019;3;Adventure;Free to Play;Indie;0.00
433350;BlackShot: Mercenary Warfare FPS;5/31/2016;3;Action;Casual;Free to Play;0.00
747610;Zula Global;01/12/2018;3;Action;Free to Play;Massively Multiplayer;0.00
224920;Legacy of Kain: Soul Reaver;09/08/1999;2;Action;Adventure;;0.00
330840;Game of Thrones - A Telltale Games Series;12/02/2014;1;Adventure;;;0.00
314280;The Forgotten Ones;7/17/2014;3;Action;Adventure;Free to Play;0.00
1818750;MultiVersus;7/19/2022;2;Action;Free to Play;;39.99
526790;Monsti;09/12/2016;2;Casual;Indie;;1.99
513510;Intralism;11/04/2016;3;Action;Casual;Indie;2.99
9200;RAGE;10/03/2011;1;Action;;;9.99
220860;McPixel;9/25/2012;3;Action;Adventure;Indie;4.99
372360;Tales of Symphonia;02/01/2016;1;RPG;;;19.99
32360;The Secret of Monkey Island: Special Edition;7/15/2009;1;Adventure;;;9.99
1024890;Sector's Edge;10/30/2020;3;Action;Free to Play;Indie;0.00
560130;Pillars of Eternity II: Deadfire;05/08/2018;1;RPG;;;39.99
1892810;Fishy Business;2/21/2022;1;Indie;;;24.99
1207650;Suzerain;12/04/2020;3;Adventure;Indie;RPG;14.99
257420;Serious Sam 4;9/24/2020;3;Action;Adventure;Indie;39.99
654880;Dream Daddy: A Dad Dating Simulator;7/20/2017;3;Casual;Indie;Simulation;14.99
493490;City Car Driving;11/03/2016;3;Indie;Racing;Simulation;24.99
1900;Earth 2160;04/01/2006;1;Strategy;;;1.49
1189630;Path Of Wuxia;4/30/2020;3;Indie;RPG;Early Access;34.99
813630;Supraland;04/05/2019;3;Action;Adventure;Indie;19.99
254320;Duskers;5/18/2016;3;Indie;Simulation;Strategy;19.99
386070;Planetary Annihilation: TITANS;8/18/2015;3;Action;Indie;Strategy;29.99
1066780;Transport Fever 2;12/11/2019;2;Simulation;Strategy;;39.99
385800;NEKOPARA Vol. 0;8/17/2015;2;Casual;Indie;;2.99
1044200;Wasteland Survival;06/03/2019;3;Action;Adventure;Free to Play;0.00
343360;Particula;02/02/2015;3;Casual;Indie;Strategy;0.51
214170;Divine Divinity;07/05/2012;1;RPG;;;5.99
1064610;Neon Beats;05/03/2019;2;Free to Play;Indie;;0.00
658850;Do Not Feed the Monkeys;10/23/2018;3;Indie;Simulation;Strategy;11.99
320300;Car Mechanic Simulator 2015;4/23/2015;2;Racing;Simulation;;19.99
258520;The Vanishing of Ethan Carter;9/25/2014;2;Adventure;Indie;;19.99
91200;Anomaly: Warzone Earth;04/08/2011;3;Action;Indie;Strategy;1.99
257730;Infinity Wars: Animated Trading Card Game;09/05/2014;3;Indie;Massively Multiplayer;Strategy;0.00
515690;Warriors of Vilvatikta;8/26/2016;3;Adventure;Indie;RPG;1.99
1384160;GUILTY GEAR -STRIVE-;06/11/2021;1;Action;;;59.99
446800;Transport Fever;11/08/2016;1;Simulation;;;29.99
1238060;Dead Space™ 3;6/18/2020;1;Action;;;19.99
690040;SUPERHOT: MIND CONTROL DELETE;7/16/2020;2;Action;Indie;;24.99
710920;Darksiders Genesis;12/05/2019;2;Action;Adventure;;29.99
1672970;Minecraft Dungeons;9/22/2021;3;Action;Adventure;RPG;19.99
7600;Sid Meier's Railroads!;05/04/2007;1;Strategy;;;9.99
3700;Sniper Elite;7/16/2009;1;Action;;;7.99
753640;Outer Wilds;6/18/2020;2;Action;Adventure;;24.99
753420;Dungreed;2/14/2018;2;Action;Indie;;9.99
1201240;BLEACH Brave Souls;8/17/2020;3;Action;Casual;Free to Play;0.00
32400;STAR WARS™ - Dark Forces;9/16/2009;1;Action;;;5.99
391070;Stellar 2D;7/30/2015;3;Action;Casual;Indie;1.99
515180;Bus Simulator 18;6/13/2018;1;Simulation;;;24.99
219780;Divinity II: Developer's Cut;10/29/2012;1;RPG;;;19.99
405640;Pony Island;01/04/2016;1;Indie;;;4.99
212800;Super Crate Box;8/29/2012;3;Action;Free to Play;Indie;0.00
327890;I Am Bread;04/09/2015;3;Action;Adventure;Indie;12.99
410210;Ampersand;10/19/2015;2;Indie;Racing;;1.99
32380;STAR WARS™ Jedi Knight: Dark Forces II;9/16/2009;1;Action;;;5.99
562360;Planes, Bullets and Vodka;12/13/2016;3;Action;Casual;Indie;0.49
282800;100% Orange Juice;5/16/2014;2;Indie;Strategy;;1.74
12150;Max Payne 2: The Fall of Max Payne;01/04/2008;1;Action;;;4.49
418530;Spelunky 2;9/29/2020;2;Action;Indie;;19.99
351940;The Descendant;3/24/2016;3;Adventure;Casual;Indie;0.00
585690;Minimalism;02/08/2017;3;Action;Adventure;Casual;0.49
597170;Clone Drone in the Danger Zone;7/27/2021;2;Action;Indie;;19.99
9160;Master Levels for Doom II;08/03/2007;1;Action;;;14.99
7520;Two Worlds II HD;02/03/2011;1;RPG;;;19.99
24800;Command & Conquer: Red Alert 3 - Uprising;10/06/2009;1;Strategy;;;19.99
293780;Crawl;04/11/2017;3;Action;Indie;RPG;14.99
8140;Tomb Raider: Underworld;11/21/2008;2;Action;Adventure;;8.99
213610;Sonic Adventure 2;11/19/2012;1;Action;;;9.99
362680;Fran Bow;8/27/2015;2;Adventure;Indie;;14.99
39190;Dungeon Siege;04/05/2011;1;RPG;;;6.99
331600;One Piece Pirate Warriors 3;8/27/2015;1;Action;;;5.99
10150;Prototype™;06/10/2009;2;Action;Adventure;;19.99
743450;Monster Prom;4/27/2018;2;Indie;Simulation;;11.99
442120;Pinball FX3;9/26/2017;1;Simulation;;;0.00
302590;Of Guards And Thieves;7/16/2014;3;Action;Casual;Free to Play;0.00
64000;Men of War: Assault Squad;2/24/2011;1;Strategy;;;9.99
567680;The Pasture;1/17/2017;3;Nudity;Casual;Indie;0.99
707010;Will To Live Online;04/05/2018;3;Action;Free to Play;Indie;0.00
495910;Dungeon Fighter Online;08/09/2016;3;Action;Adventure;Free to Play;0.00
11450;Overlord™;10/26/2007;1;RPG;;;4.99
798420;Professional Fishing;11/30/2018;3;Action;Casual;Free to Play;0.00
94590;Puzzle Agent 2;6/30/2011;3;Action;Adventure;Casual;4.99
236150;Starpoint Gemini 2;9/26/2014;3;Action;RPG;Simulation;5.24
266210;One Way Heroics;2/28/2014;2;Indie;RPG;;3.49
1506630;Minicraft Shooter;2/26/2021;3;Action;Adventure;Casual;0.99
531640;Eternal Card Game;11/15/2018;3;Casual;Free to Play;Massively Multiplayer;0.00
584400;Sonic Mania;8/29/2017;3;Action;Adventure;Casual;19.99
994280;古剑奇谭三(Gujian3);12/14/2018;1;RPG;;;29.99
212200;Mabinogi;12/06/2012;3;Action;Adventure;Casual;0.00
2350;QUAKE III: Team Arena;08/03/2007;1;Action;;;14.99
438020;AI: Rampage;1/27/2016;3;Action;Indie;Strategy;1.99
12170;Grand Theft Auto;01/04/2008;1;Action;;;0.00
736260;Baba Is You;3/13/2019;1;Indie;;;14.99
